--- 1. Load prepared metadata ---
Dataset path: data/synthetic/classification_dataset_stft_awgn.mat
Loaded normalization stats from file: Min=-66.79, Max=42.62
Using normalization: Min=-66.79414273355333, Max=42.6166170262395
Initializing RAM Datasets (This may take 1-2 mins)...
preload: Loading dataset from data/synthetic/classification_dataset_stft_awgn.mat into RAM...
preload: Loaded 69300 frames into RAM.
preload: Loading dataset from data/synthetic/classification_dataset_stft_awgn.mat into RAM...
preload: Loaded 26070 frames into RAM.
Using device: cuda
Starting High-Performance Training...
Epoch [7/50] Train Loss: 0.7254, Val Loss: 0.4666, Acc: 89.16%
  -> Validation Loss Improved. Saving model...
Epoch [8/50] Step [10/227] Loss: 0.5283 | Elapsed: 3s | ETA: 66s
Epoch [8/50] Step [20/227] Loss: 0.6217 | Elapsed: 6s | ETA: 57s
Epoch [8/50] Step [30/227] Loss: 0.5992 | Elapsed: 8s | ETA: 53s
Epoch [8/50] Step [40/227] Loss: 0.5295 | Elapsed: 11s | ETA: 49s
Epoch [8/50] Step [50/227] Loss: 0.5629 | Elapsed: 13s | ETA: 46s
Epoch [8/50] Step [60/227] Loss: 0.4758 | Elapsed: 16s | ETA: 43s
Epoch [8/50] Step [70/227] Loss: 0.6951 | Elapsed: 18s | ETA: 40s
Epoch [8/50] Step [80/227] Loss: 0.4983 | Elapsed: 20s | ETA: 38s
Epoch [8/50] Step [90/227] Loss: 0.4679 | Elapsed: 23s | ETA: 35s
Epoch [8/50] Step [100/227] Loss: 0.4219 | Elapsed: 25s | ETA: 32s
Epoch [8/50] Step [110/227] Loss: 0.4990 | Elapsed: 28s | ETA: 30s
Epoch [8/50] Step [120/227] Loss: 0.4961 | Elapsed: 30s | ETA: 27s
Epoch [8/50] Step [130/227] Loss: 0.5084 | Elapsed: 33s | ETA: 25s
Epoch [8/50] Step [140/227] Loss: 0.4665 | Elapsed: 35s | ETA: 22s
Epoch [8/50] Step [150/227] Loss: 0.4783 | Elapsed: 38s | ETA: 19s
Epoch [8/50] Step [160/227] Loss: 0.4802 | Elapsed: 40s | ETA: 17s
Epoch [8/50] Step [170/227] Loss: 0.4360 | Elapsed: 43s | ETA: 14s
Epoch [8/50] Step [180/227] Loss: 0.4307 | Elapsed: 45s | ETA: 12s
Epoch [8/50] Step [190/227] Loss: 0.4663 | Elapsed: 48s | ETA: 9s
Epoch [8/50] Step [200/227] Loss: 0.3896 | Elapsed: 50s | ETA: 7s
Epoch [8/50] Step [210/227] Loss: 0.4414 | Elapsed: 53s | ETA: 4s
Epoch [8/50] Step [220/227] Loss: 0.4728 | Elapsed: 55s | ETA: 2s
Epoch [8/50] Step [227/227] Loss: 0.4058 | Elapsed: 57s | ETA: 0s
Epoch [8/50] Train Loss: 0.5078, Val Loss: 0.3178, Acc: 92.22%
  -> Validation Loss Improved. Saving model...
Epoch [9/50] Step [10/227] Loss: 0.4138 | Elapsed: 3s | ETA: 64s
Epoch [9/50] Step [20/227] Loss: 0.4133 | Elapsed: 5s | ETA: 56s
Epoch [9/50] Step [30/227] Loss: 0.4109 | Elapsed: 8s | ETA: 52s
Epoch [9/50] Step [40/227] Loss: 0.4782 | Elapsed: 10s | ETA: 49s
Epoch [9/50] Step [50/227] Loss: 0.4389 | Elapsed: 13s | ETA: 46s
Epoch [9/50] Step [60/227] Loss: 0.4191 | Elapsed: 15s | ETA: 43s
Epoch [9/50] Step [70/227] Loss: 0.3865 | Elapsed: 18s | ETA: 40s
Epoch [9/50] Step [80/227] Loss: 0.3889 | Elapsed: 20s | ETA: 37s
Epoch [9/50] Step [90/227] Loss: 0.3721 | Elapsed: 23s | ETA: 35s
Epoch [9/50] Step [100/227] Loss: 0.3468 | Elapsed: 25s | ETA: 32s
Epoch [9/50] Step [110/227] Loss: 0.3487 | Elapsed: 28s | ETA: 30s
Epoch [9/50] Step [120/227] Loss: 0.3482 | Elapsed: 30s | ETA: 27s
Epoch [9/50] Step [130/227] Loss: 0.4227 | Elapsed: 33s | ETA: 25s
Epoch [9/50] Step [140/227] Loss: 0.3729 | Elapsed: 35s | ETA: 22s
Epoch [9/50] Step [150/227] Loss: 0.3289 | Elapsed: 38s | ETA: 19s
Epoch [9/50] Step [160/227] Loss: 0.3575 | Elapsed: 40s | ETA: 17s
Epoch [9/50] Step [170/227] Loss: 0.2956 | Elapsed: 43s | ETA: 14s
Epoch [9/50] Step [180/227] Loss: 0.2994 | Elapsed: 45s | ETA: 12s
Epoch [9/50] Step [190/227] Loss: 0.2700 | Elapsed: 48s | ETA: 9s
Epoch [9/50] Step [200/227] Loss: 0.4112 | Elapsed: 50s | ETA: 7s
Epoch [9/50] Step [210/227] Loss: 0.3463 | Elapsed: 53s | ETA: 4s
Epoch [9/50] Step [220/227] Loss: 0.4028 | Elapsed: 55s | ETA: 2s
Epoch [9/50] Step [227/227] Loss: 0.3312 | Elapsed: 57s | ETA: 0s
Epoch [9/50] Train Loss: 0.3805, Val Loss: 0.2325, Acc: 94.51%
  -> Validation Loss Improved. Saving model...
Epoch [10/50] Step [10/227] Loss: 0.2734 | Elapsed: 3s | ETA: 66s
Epoch [10/50] Step [20/227] Loss: 0.2841 | Elapsed: 6s | ETA: 57s
Epoch [10/50] Step [30/227] Loss: 0.2798 | Elapsed: 8s | ETA: 53s
Epoch [10/50] Step [40/227] Loss: 0.3439 | Elapsed: 11s | ETA: 49s
Epoch [10/50] Step [50/227] Loss: 0.4097 | Elapsed: 13s | ETA: 46s
Epoch [10/50] Step [60/227] Loss: 0.2939 | Elapsed: 15s | ETA: 43s
Epoch [10/50] Step [70/227] Loss: 0.3492 | Elapsed: 18s | ETA: 40s
Epoch [10/50] Step [80/227] Loss: 0.3991 | Elapsed: 20s | ETA: 38s
Epoch [10/50] Step [90/227] Loss: 0.2337 | Elapsed: 23s | ETA: 35s
Epoch [10/50] Step [100/227] Loss: 0.2521 | Elapsed: 25s | ETA: 32s
Epoch [10/50] Step [110/227] Loss: 0.2894 | Elapsed: 28s | ETA: 30s
Epoch [10/50] Step [120/227] Loss: 0.2743 | Elapsed: 30s | ETA: 27s
Epoch [10/50] Step [130/227] Loss: 0.2165 | Elapsed: 33s | ETA: 25s
Epoch [10/50] Step [140/227] Loss: 0.2426 | Elapsed: 35s | ETA: 22s
Epoch [10/50] Step [150/227] Loss: 0.2168 | Elapsed: 38s | ETA: 19s
Epoch [10/50] Step [160/227] Loss: 0.2960 | Elapsed: 40s | ETA: 17s
Epoch [10/50] Step [170/227] Loss: 0.2590 | Elapsed: 43s | ETA: 14s
Epoch [10/50] Step [180/227] Loss: 0.2993 | Elapsed: 45s | ETA: 12s
Epoch [10/50] Step [190/227] Loss: 0.2253 | Elapsed: 48s | ETA: 9s
Epoch [10/50] Step [200/227] Loss: 0.2533 | Elapsed: 50s | ETA: 7s
Epoch [10/50] Step [210/227] Loss: 0.2735 | Elapsed: 53s | ETA: 4s
Epoch [10/50] Step [220/227] Loss: 0.2853 | Elapsed: 55s | ETA: 2s
Epoch [10/50] Step [227/227] Loss: 0.2511 | Elapsed: 57s | ETA: 0s
Epoch [10/50] Train Loss: 0.2913, Val Loss: 0.1909, Acc: 95.12%
  -> Validation Loss Improved. Saving model...
Epoch [11/50] Step [10/227] Loss: 0.2416 | Elapsed: 3s | ETA: 67s
Epoch [11/50] Step [20/227] Loss: 0.2521 | Elapsed: 6s | ETA: 58s
Epoch [11/50] Step [30/227] Loss: 0.2503 | Elapsed: 8s | ETA: 53s
Epoch [11/50] Step [40/227] Loss: 0.3509 | Elapsed: 11s | ETA: 49s
Epoch [11/50] Step [50/227] Loss: 0.2158 | Elapsed: 13s | ETA: 46s
Epoch [11/50] Step [60/227] Loss: 0.2556 | Elapsed: 16s | ETA: 43s
Epoch [11/50] Step [70/227] Loss: 0.1887 | Elapsed: 18s | ETA: 40s
Epoch [11/50] Step [80/227] Loss: 0.2583 | Elapsed: 21s | ETA: 38s
Epoch [11/50] Step [90/227] Loss: 0.2233 | Elapsed: 23s | ETA: 35s
Epoch [11/50] Step [100/227] Loss: 0.1374 | Elapsed: 25s | ETA: 32s
Epoch [11/50] Step [110/227] Loss: 0.2138 | Elapsed: 28s | ETA: 30s
Epoch [11/50] Step [120/227] Loss: 0.2564 | Elapsed: 30s | ETA: 27s
Epoch [11/50] Step [130/227] Loss: 0.2053 | Elapsed: 33s | ETA: 25s
Epoch [11/50] Step [140/227] Loss: 0.2138 | Elapsed: 35s | ETA: 22s
Epoch [11/50] Step [150/227] Loss: 0.2661 | Elapsed: 38s | ETA: 19s
Epoch [11/50] Step [160/227] Loss: 0.2091 | Elapsed: 40s | ETA: 17s
Epoch [11/50] Step [170/227] Loss: 0.2139 | Elapsed: 43s | ETA: 14s
Epoch [11/50] Step [180/227] Loss: 0.1916 | Elapsed: 45s | ETA: 12s
Epoch [11/50] Step [190/227] Loss: 0.2506 | Elapsed: 48s | ETA: 9s
Epoch [11/50] Step [200/227] Loss: 0.1784 | Elapsed: 50s | ETA: 7s
Epoch [11/50] Step [210/227] Loss: 0.2224 | Elapsed: 53s | ETA: 4s
Epoch [11/50] Step [220/227] Loss: 0.2866 | Elapsed: 55s | ETA: 2s
Epoch [11/50] Step [227/227] Loss: 0.2303 | Elapsed: 57s | ETA: 0s
Epoch [11/50] Train Loss: 0.2350, Val Loss: 0.1556, Acc: 96.26%
  -> Validation Loss Improved. Saving model...
Epoch [12/50] Step [10/227] Loss: 0.1876 | Elapsed: 3s | ETA: 66s
Epoch [12/50] Step [20/227] Loss: 0.2384 | Elapsed: 6s | ETA: 57s
Epoch [12/50] Step [30/227] Loss: 0.2296 | Elapsed: 8s | ETA: 53s
Epoch [12/50] Step [40/227] Loss: 0.1799 | Elapsed: 11s | ETA: 49s
Epoch [12/50] Step [50/227] Loss: 0.1407 | Elapsed: 13s | ETA: 46s
Epoch [12/50] Step [60/227] Loss: 0.1775 | Elapsed: 15s | ETA: 43s
Epoch [12/50] Step [70/227] Loss: 0.2085 | Elapsed: 18s | ETA: 40s
Epoch [12/50] Step [80/227] Loss: 0.2668 | Elapsed: 20s | ETA: 38s
Epoch [12/50] Step [90/227] Loss: 0.2244 | Elapsed: 23s | ETA: 35s
Epoch [12/50] Step [100/227] Loss: 0.1789 | Elapsed: 25s | ETA: 32s
Epoch [12/50] Step [110/227] Loss: 0.2369 | Elapsed: 28s | ETA: 30s
Epoch [12/50] Step [120/227] Loss: 0.1738 | Elapsed: 30s | ETA: 27s
Epoch [12/50] Step [130/227] Loss: 0.1718 | Elapsed: 33s | ETA: 25s
Epoch [12/50] Step [140/227] Loss: 0.2029 | Elapsed: 35s | ETA: 22s
Epoch [12/50] Step [150/227] Loss: 0.2043 | Elapsed: 38s | ETA: 19s
Epoch [12/50] Step [160/227] Loss: 0.2049 | Elapsed: 40s | ETA: 17s
Epoch [12/50] Step [170/227] Loss: 0.1874 | Elapsed: 43s | ETA: 14s
Epoch [12/50] Step [180/227] Loss: 0.2422 | Elapsed: 45s | ETA: 12s
Epoch [12/50] Step [190/227] Loss: 0.1699 | Elapsed: 48s | ETA: 9s
